Site,latitude,longitude,Variety,Year,Variable,Value,Unit
ColliOrientali,44,11,Pignolo,2018,berriesNo,155,number
ColliOrientali,44,11,Pignolo,2019,berriesNo,109,number
ColliOrientali,44,11,Pignolo,2020,berriesNo,166,number
ColliOrientali,44,11,Pignolo,2021,berriesNo,85,number
ColliOrientali,44,11,Pignolo,2022,berriesNo,135,number
ColliOrientali,44,11,Pignolo,2023,berriesNo,133,number
ColliOrientali,44,11,Pignolo,2024,berriesNo,112,number
ColliOrientali,44,11,Pignolo,2006,berryWeight,1.1,g
ColliOrientali,44,11,Pignolo,2007,berryWeight,1.27,g
ColliOrientali,44,11,Pignolo,2008,berryWeight,0.98,g
ColliOrientali,44,11,Pignolo,2009,berryWeight,1.38,g
ColliOrientali,44,11,Pignolo,2010,berryWeight,1.4,g
ColliOrientali,44,11,Pignolo,2011,berryWeight,1.27,g
ColliOrientali,44,11,Pignolo,2012,berryWeight,1.1,g
ColliOrientali,44,11,Pignolo,2013,berryWeight,0.84,g
ColliOrientali,44,11,Pignolo,2015,berryWeight,1.43,g
ColliOrientali,44,11,Pignolo,2016,berryWeight,0.92,g
ColliOrientali,44,11,Pignolo,2017,berryWeight,1.2,g
ColliOrientali,44,11,Pignolo,2018,berryWeight,1.26,g
ColliOrientali,44,11,Pignolo,2019,berryWeight,1.37,g
ColliOrientali,44,11,Pignolo,2020,berryWeight,1.12,g
ColliOrientali,44,11,Pignolo,2021,berryWeight,1.42,g
ColliOrientali,44,11,Pignolo,2022,berryWeight,1.2,g
ColliOrientali,44,11,Pignolo,2023,berryWeight,1.31,g
ColliOrientali,44,11,Pignolo,2024,berryWeight,1.1,g
ColliOrientali,44,11,Pignolo,2006,yield,1.56,kg plant-1
ColliOrientali,44,11,Pignolo,2007,yield,2.45,kg plant-1
ColliOrientali,44,11,Pignolo,2008,yield,1.15,kg plant-1
ColliOrientali,44,11,Pignolo,2009,yield,1,kg plant-1
ColliOrientali,44,11,Pignolo,2010,yield,1.37,kg plant-1
ColliOrientali,44,11,Pignolo,2011,yield,1.17,kg plant-1
ColliOrientali,44,11,Pignolo,2012,yield,1.5,kg plant-1
ColliOrientali,44,11,Pignolo,2013,yield,0.79,kg plant-1
ColliOrientali,44,11,Pignolo,2014,yield,0,kg plant-1
ColliOrientali,44,11,Pignolo,2015,yield,1.59,kg plant-1
ColliOrientali,44,11,Pignolo,2016,yield,0.99,kg plant-1
ColliOrientali,44,11,Pignolo,2017,yield,1.33,kg plant-1
ColliOrientali,44,11,Pignolo,2018,yield,1.95,kg plant-1
ColliOrientali,44,11,Pignolo,2019,yield,1.34,kg plant-1
ColliOrientali,44,11,Pignolo,2008,sugar,22,Bx
ColliOrientali,44,11,Pignolo,2009,sugar,23,Bx
ColliOrientali,44,11,Pignolo,2010,sugar,23.4,Bx
ColliOrientali,44,11,Pignolo,2011,sugar,25.6,Bx
ColliOrientali,44,11,Pignolo,2012,sugar,24.3,Bx
ColliOrientali,44,11,Pignolo,2013,sugar,22.8,Bx
ColliOrientali,44,11,Pignolo,2014,sugar,20.4,Bx
ColliOrientali,44,11,Pignolo,2015,sugar,22.7,Bx
ColliOrientali,44,11,Pignolo,2016,sugar,24.9,Bx
ColliOrientali,44,11,Pignolo,2017,sugar,21,Bx
ColliOrientali,44,11,Pignolo,2018,sugar,22.1,Bx
ColliOrientali,44,11,Pignolo,2019,sugar,24.2,Bx
ColliOrientali,44,11,Pignolo,2020,sugar,23.8,Bx
ColliOrientali,44,11,Pignolo,2021,sugar,23.9,Bx
ColliOrientali,44,11,Pignolo,2022,sugar,24.1,Bx
ColliOrientali,44,11,Pignolo,2023,sugar,21.7,Bx
ColliOrientali,44,11,Pignolo,2008,acid,7.9,g l-1
ColliOrientali,44,11,Pignolo,2009,acid,5.5,g l-1
ColliOrientali,44,11,Pignolo,2010,acid,6.5,g l-1
ColliOrientali,44,11,Pignolo,2011,acid,6.2,g l-1
ColliOrientali,44,11,Pignolo,2012,acid,6.1,g l-1
ColliOrientali,44,11,Pignolo,2013,acid,6.4,g l-1
ColliOrientali,44,11,Pignolo,2014,acid,9.2,g l-1
ColliOrientali,44,11,Pignolo,2015,acid,5.7,g l-1
ColliOrientali,44,11,Pignolo,2016,acid,6.6,g l-1
ColliOrientali,44,11,Pignolo,2017,acid,7.4,g l-1
ColliOrientali,44,11,Pignolo,2018,acid,4.7,g l-1
ColliOrientali,44,11,Pignolo,2019,acid,5.4,g l-1
ColliOrientali,44,11,Pignolo,2020,acid,5.2,g l-1
ColliOrientali,44,11,Pignolo,2021,acid,5.4,g l-1
ColliOrientali,44,11,Pignolo,2022,acid,4.6,g l-1
ColliOrientali,44,11,Pignolo,2023,acid,5.7,g l-1
ColliOrientali,44,11,Pignolo,2003,anthocians,939.8798,mg l-1
ColliOrientali,44,11,Pignolo,2004,anthocians,2069.138,mg l-1
ColliOrientali,44,11,Pignolo,2005,anthocians,1788.577,mg l-1
ColliOrientali,44,11,Pignolo,2006,anthocians,1641.283,mg l-1
ColliOrientali,44,11,Pignolo,2007,anthocians,1080.16,mg l-1
ColliOrientali,44,11,Pignolo,2008,anthocians,1579,mg l-1
ColliOrientali,44,11,Pignolo,2009,anthocians,1992,mg l-1
ColliOrientali,44,11,Pignolo,2010,anthocians,1892,mg l-1
ColliOrientali,44,11,Pignolo,2011,anthocians,1766,mg l-1
ColliOrientali,44,11,Pignolo,2012,anthocians,1343,mg l-1
ColliOrientali,44,11,Pignolo,2013,anthocians,2016.81,mg l-1
ColliOrientali,44,11,Pignolo,2014,anthocians,1588.24,mg l-1
ColliOrientali,44,11,Pignolo,2015,anthocians,1184.87,mg l-1
ColliOrientali,44,11,Pignolo,2016,anthocians,1865.55,mg l-1
ColliOrientali,44,11,Pignolo,2017,anthocians,1134.45,mg l-1
ColliOrientali,44,11,Pignolo,2018,anthocians,894.96,mg l-1
ColliOrientali,44,11,Pignolo,2019,anthocians,1121.85,mg l-1
ColliOrientali,44,11,Pignolo,2020,anthocians,1310.92,mg l-1
ColliOrientali,44,11,Pignolo,2021,anthocians,1500,mg l-1
ColliOrientali,44,11,Pignolo,2022,anthocians,1046.22,mg l-1
ColliOrientali,44,11,Pignolo,2023,anthocians,738,mg l-1
ColliOrientali,44,11,Pignolo,2024,anthocians,738,mg l-1
ColliOrientali,44,11,PinotB,2008,bunchNo,11,number
ColliOrientali,44,11,PinotB,2009,bunchNo,9,number
ColliOrientali,44,11,PinotB,2010,bunchNo,18,number
ColliOrientali,44,11,PinotB,2011,bunchNo,13,number
ColliOrientali,44,11,PinotB,2012,bunchNo,14,number
ColliOrientali,44,11,PinotB,2013,bunchNo,13,number
ColliOrientali,44,11,PinotB,2014,bunchNo,8,number
ColliOrientali,44,11,PinotB,2015,bunchNo,12,number
ColliOrientali,44,11,PinotB,2016,bunchNo,13,number
ColliOrientali,44,11,PinotB,2017,bunchNo,10,number
ColliOrientali,44,11,PinotB,2018,bunchNo,15,number
ColliOrientali,44,11,PinotB,2019,bunchNo,13,number
ColliOrientali,44,11,PinotB,2008,berriesNo,118,number
ColliOrientali,44,11,PinotB,2009,berriesNo,108,number
ColliOrientali,44,11,PinotB,2010,berriesNo,95,number
ColliOrientali,44,11,PinotB,2011,berriesNo,106,number
ColliOrientali,44,11,PinotB,2013,berriesNo,124,number
ColliOrientali,44,11,PinotB,2014,berriesNo,109,number
ColliOrientali,44,11,PinotB,2015,berriesNo,108,number
ColliOrientali,44,11,PinotB,2016,berriesNo,148,number
ColliOrientali,44,11,PinotB,2017,berriesNo,119,number
ColliOrientali,44,11,PinotB,2018,berriesNo,151,number
ColliOrientali,44,11,PinotB,2019,berriesNo,110,number
ColliOrientali,44,11,PinotB,2020,berriesNo,93,number
ColliOrientali,44,11,PinotB,2021,berriesNo,123,number
ColliOrientali,44,11,PinotB,2022,berriesNo,138,number
ColliOrientali,44,11,PinotB,2023,berriesNo,122,number
ColliOrientali,44,11,PinotB,2024,berriesNo,93,number
ColliOrientali,44,11,PinotB,2008,berryWeight,1.73,g
ColliOrientali,44,11,PinotB,2009,berryWeight,1.65,g
ColliOrientali,44,11,PinotB,2010,berryWeight,1.54,g
ColliOrientali,44,11,PinotB,2011,berryWeight,1.59,g
ColliOrientali,44,11,PinotB,2013,berryWeight,1.07,g
ColliOrientali,44,11,PinotB,2014,berryWeight,1.62,g
ColliOrientali,44,11,PinotB,2015,berryWeight,1.75,g
ColliOrientali,44,11,PinotB,2016,berryWeight,1.27,g
ColliOrientali,44,11,PinotB,2017,berryWeight,1.36,g
ColliOrientali,44,11,PinotB,2018,berryWeight,1.64,g
ColliOrientali,44,11,PinotB,2019,berryWeight,1.31,g
ColliOrientali,44,11,PinotB,2020,berryWeight,1.44,g
ColliOrientali,44,11,PinotB,2021,berryWeight,1.5,g
ColliOrientali,44,11,PinotB,2022,berryWeight,1.2,g
ColliOrientali,44,11,PinotB,2023,berryWeight,1.21,g
ColliOrientali,44,11,PinotB,2024,berryWeight,1.2,g
ColliOrientali,44,11,PinotB,2008,yield,2.25,kg plant-1
ColliOrientali,44,11,PinotB,2009,yield,1.6,kg plant-1
ColliOrientali,44,11,PinotB,2010,yield,2.63,kg plant-1
ColliOrientali,44,11,PinotB,2011,yield,2.19,kg plant-1
ColliOrientali,44,11,PinotB,2013,yield,1.72,kg plant-1
ColliOrientali,44,11,PinotB,2014,yield,1.41,kg plant-1
ColliOrientali,44,11,PinotB,2015,yield,2.27,kg plant-1
ColliOrientali,44,11,PinotB,2016,yield,2.44,kg plant-1
ColliOrientali,44,11,PinotB,2017,yield,1.62,kg plant-1
ColliOrientali,44,11,PinotB,2018,yield,3.71,kg plant-1
ColliOrientali,44,11,PinotB,2019,yield,1.87,kg plant-1
ColliOrientali,44,11,PinotG,2006,bunchNo,29,number
ColliOrientali,44,11,PinotG,2007,bunchNo,22,number
ColliOrientali,44,11,PinotG,2008,bunchNo,22,number
ColliOrientali,44,11,PinotG,2009,bunchNo,19,number
ColliOrientali,44,11,PinotG,2010,bunchNo,16,number
ColliOrientali,44,11,PinotG,2011,bunchNo,13,number
ColliOrientali,44,11,PinotG,2012,bunchNo,14,number
ColliOrientali,44,11,PinotG,2013,bunchNo,10,number
ColliOrientali,44,11,PinotG,2014,bunchNo,10,number
ColliOrientali,44,11,PinotG,2015,bunchNo,14,number
ColliOrientali,44,11,PinotG,2016,bunchNo,13,number
ColliOrientali,44,11,PinotG,2017,bunchNo,9,number
ColliOrientali,44,11,PinotG,2018,bunchNo,17,number
ColliOrientali,44,11,PinotG,2019,bunchNo,12,number
ColliOrientali,44,11,PinotG,2006,berriesNo,87,number
ColliOrientali,44,11,PinotG,2007,berriesNo,148,number
ColliOrientali,44,11,PinotG,2008,berriesNo,116,number
ColliOrientali,44,11,PinotG,2009,berriesNo,104,number
ColliOrientali,44,11,PinotG,2010,berriesNo,100,number
ColliOrientali,44,11,PinotG,2011,berriesNo,103,number
ColliOrientali,44,11,PinotG,2012,berriesNo,87,number
ColliOrientali,44,11,PinotG,2013,berriesNo,93,number
ColliOrientali,44,11,PinotG,2014,berriesNo,94,number
ColliOrientali,44,11,PinotG,2015,berriesNo,101,number
ColliOrientali,44,11,PinotG,2016,berriesNo,114,number
ColliOrientali,44,11,PinotG,2017,berriesNo,95,number
ColliOrientali,44,11,PinotG,2018,berriesNo,142,number
ColliOrientali,44,11,PinotG,2019,berriesNo,94,number
ColliOrientali,44,11,PinotG,2020,berriesNo,120,number
ColliOrientali,44,11,PinotG,2021,berriesNo,105,number
ColliOrientali,44,11,PinotG,2022,berriesNo,135,number
ColliOrientali,44,11,PinotG,2023,berriesNo,107,number
ColliOrientali,44,11,PinotG,2024,berriesNo,85,number
ColliOrientali,44,11,PinotG,2006,berryWeight,1.12,g
ColliOrientali,44,11,PinotG,2007,berryWeight,1.17,g
ColliOrientali,44,11,PinotG,2008,berryWeight,1.26,g
ColliOrientali,44,11,PinotG,2009,berryWeight,1.34,g
ColliOrientali,44,11,PinotG,2010,berryWeight,1.18,g
ColliOrientali,44,11,PinotG,2011,berryWeight,1.3,g
ColliOrientali,44,11,PinotG,2012,berryWeight,0.97,g
ColliOrientali,44,11,PinotG,2013,berryWeight,0.95,g
ColliOrientali,44,11,PinotG,2014,berryWeight,1.25,g
ColliOrientali,44,11,PinotG,2015,berryWeight,1.31,g
ColliOrientali,44,11,PinotG,2016,berryWeight,0.94,g
ColliOrientali,44,11,PinotG,2017,berryWeight,1.21,g
ColliOrientali,44,11,PinotG,2018,berryWeight,1.14,g
ColliOrientali,44,11,PinotG,2019,berryWeight,1.04,g
ColliOrientali,44,11,PinotG,2020,berryWeight,1.21,g
ColliOrientali,44,11,PinotG,2021,berryWeight,1.2,g
ColliOrientali,44,11,PinotG,2022,berryWeight,0.96,g
ColliOrientali,44,11,PinotG,2023,berryWeight,1.25,g
ColliOrientali,44,11,PinotG,2024,berryWeight,0.95,g
ColliOrientali,44,11,PinotG,2006,yield,2.83,kg plant-1
ColliOrientali,44,11,PinotG,2007,yield,3.81,kg plant-1
ColliOrientali,44,11,PinotG,2008,yield,3.22,kg plant-1
ColliOrientali,44,11,PinotG,2009,yield,2.65,kg plant-1
ColliOrientali,44,11,PinotG,2010,yield,1.89,kg plant-1
ColliOrientali,44,11,PinotG,2011,yield,1.74,kg plant-1
ColliOrientali,44,11,PinotG,2012,yield,1.18,kg plant-1
ColliOrientali,44,11,PinotG,2013,yield,0.88,kg plant-1
ColliOrientali,44,11,PinotG,2014,yield,1.18,kg plant-1
ColliOrientali,44,11,PinotG,2015,yield,1.85,kg plant-1
ColliOrientali,44,11,PinotG,2016,yield,1.39,kg plant-1
ColliOrientali,44,11,PinotG,2017,yield,1.03,kg plant-1
ColliOrientali,44,11,PinotG,2018,yield,2.75,kg plant-1
ColliOrientali,44,11,PinotG,2019,yield,1.17,kg plant-1
ColliOrientali,44,11,PinotG,2008,sugar,23,Bx
ColliOrientali,44,11,PinotG,2009,sugar,22.9,Bx
ColliOrientali,44,11,PinotG,2010,sugar,21.5,Bx
ColliOrientali,44,11,PinotG,2011,sugar,22,Bx
ColliOrientali,44,11,PinotG,2012,sugar,22.6,Bx
ColliOrientali,44,11,PinotG,2013,sugar,21.5,Bx
ColliOrientali,44,11,PinotG,2014,sugar,18.9,Bx
ColliOrientali,44,11,PinotG,2015,sugar,21.5,Bx
ColliOrientali,44,11,PinotG,2016,sugar,22.9,Bx
ColliOrientali,44,11,PinotG,2017,sugar,20.8,Bx
ColliOrientali,44,11,PinotG,2018,sugar,21.7,Bx
ColliOrientali,44,11,PinotG,2019,sugar,22.4,Bx
ColliOrientali,44,11,PinotG,2020,sugar,20.9,Bx
ColliOrientali,44,11,PinotG,2021,sugar,21.5,Bx
ColliOrientali,44,11,PinotG,2023,sugar,20.1,Bx
ColliOrientali,44,11,PinotG,2008,acid,6.6,g l-1
ColliOrientali,44,11,PinotG,2009,acid,5.4,g l-1
ColliOrientali,44,11,PinotG,2010,acid,6.1,g l-1
ColliOrientali,44,11,PinotG,2011,acid,6.5,g l-1
ColliOrientali,44,11,PinotG,2012,acid,6.6,g l-1
ColliOrientali,44,11,PinotG,2013,acid,6.8,g l-1
ColliOrientali,44,11,PinotG,2014,acid,7.75,g l-1
ColliOrientali,44,11,PinotG,2015,acid,5.5,g l-1
ColliOrientali,44,11,PinotG,2016,acid,5.2,g l-1
ColliOrientali,44,11,PinotG,2017,acid,5.5,g l-1
ColliOrientali,44,11,PinotG,2018,acid,4.6,g l-1
ColliOrientali,44,11,PinotG,2019,acid,4.9,g l-1
ColliOrientali,44,11,PinotG,2020,acid,5.6,g l-1
ColliOrientali,44,11,PinotG,2021,acid,6.1,g l-1
ColliOrientali,44,11,PinotG,2023,acid,5.6,g l-1
ColliOrientali,44,11,RefoscoPr,2006,bunchNo,16,number
ColliOrientali,44,11,RefoscoPr,2007,bunchNo,12,number
ColliOrientali,44,11,RefoscoPr,2008,bunchNo,16,number
ColliOrientali,44,11,RefoscoPr,2009,bunchNo,9,number
ColliOrientali,44,11,RefoscoPr,2010,bunchNo,15,number
ColliOrientali,44,11,RefoscoPr,2011,bunchNo,12,number
ColliOrientali,44,11,RefoscoPr,2012,bunchNo,11,number
ColliOrientali,44,11,RefoscoPr,2013,bunchNo,7,number
ColliOrientali,44,11,RefoscoPr,2014,bunchNo,7,number
ColliOrientali,44,11,RefoscoPr,2015,bunchNo,14,number
ColliOrientali,44,11,RefoscoPr,2016,bunchNo,12,number
ColliOrientali,44,11,RefoscoPr,2017,bunchNo,10,number
ColliOrientali,44,11,RefoscoPr,2018,bunchNo,15,number
ColliOrientali,44,11,RefoscoPr,2019,bunchNo,12,number
ColliOrientali,44,11,RefoscoPr,2006,berriesNo,87,number
ColliOrientali,44,11,RefoscoPr,2007,berriesNo,134,number
ColliOrientali,44,11,RefoscoPr,2008,berriesNo,195,number
ColliOrientali,44,11,RefoscoPr,2009,berriesNo,191,number
ColliOrientali,44,11,RefoscoPr,2010,berriesNo,146,number
ColliOrientali,44,11,RefoscoPr,2011,berriesNo,229,number
ColliOrientali,44,11,RefoscoPr,2012,berriesNo,144,number
ColliOrientali,44,11,RefoscoPr,2013,berriesNo,162,number
ColliOrientali,44,11,RefoscoPr,2014,berriesNo,143,number
ColliOrientali,44,11,RefoscoPr,2015,berriesNo,143,number
ColliOrientali,44,11,RefoscoPr,2016,berriesNo,167,number
ColliOrientali,44,11,RefoscoPr,2017,berriesNo,140,number
ColliOrientali,44,11,RefoscoPr,2018,berriesNo,191,number
ColliOrientali,44,11,RefoscoPr,2019,berriesNo,100,number
ColliOrientali,44,11,RefoscoPr,2020,berriesNo,155,number
ColliOrientali,44,11,RefoscoPr,2021,berriesNo,135,number
ColliOrientali,44,11,RefoscoPr,2022,berriesNo,148,number
ColliOrientali,44,11,RefoscoPr,2023,berriesNo,131,number
ColliOrientali,44,11,RefoscoPr,2024,berriesNo,85,number
ColliOrientali,44,11,RefoscoPr,2006,berryWeight,1.6,g
ColliOrientali,44,11,RefoscoPr,2007,berryWeight,1.4,g
ColliOrientali,44,11,RefoscoPr,2008,berryWeight,1.23,g
ColliOrientali,44,11,RefoscoPr,2009,berryWeight,1.73,g
ColliOrientali,44,11,RefoscoPr,2010,berryWeight,1.44,g
ColliOrientali,44,11,RefoscoPr,2011,berryWeight,1.56,g
ColliOrientali,44,11,RefoscoPr,2012,berryWeight,1.19,g
ColliOrientali,44,11,RefoscoPr,2013,berryWeight,1.1,g
ColliOrientali,44,11,RefoscoPr,2014,berryWeight,1.39,g
ColliOrientali,44,11,RefoscoPr,2015,berryWeight,1.59,g
ColliOrientali,44,11,RefoscoPr,2016,berryWeight,1.21,g
ColliOrientali,44,11,RefoscoPr,2017,berryWeight,1.42,g
ColliOrientali,44,11,RefoscoPr,2018,berryWeight,1.54,g
ColliOrientali,44,11,RefoscoPr,2019,berryWeight,1.55,g
ColliOrientali,44,11,RefoscoPr,2020,berryWeight,1.58,g
ColliOrientali,44,11,RefoscoPr,2021,berryWeight,1.6,g
ColliOrientali,44,11,RefoscoPr,2022,berryWeight,1.5,g
ColliOrientali,44,11,RefoscoPr,2023,berryWeight,1.32,g
ColliOrientali,44,11,RefoscoPr,2024,berryWeight,1.25,g
ColliOrientali,44,11,RefoscoPr,2006,yield,2.23,kg plant-1
ColliOrientali,44,11,RefoscoPr,2007,yield,2.25,kg plant-1
ColliOrientali,44,11,RefoscoPr,2008,yield,3.84,kg plant-1
ColliOrientali,44,11,RefoscoPr,2009,yield,2.97,kg plant-1
ColliOrientali,44,11,RefoscoPr,2010,yield,3.15,kg plant-1
ColliOrientali,44,11,RefoscoPr,2011,yield,4.29,kg plant-1
ColliOrientali,44,11,RefoscoPr,2012,yield,1.88,kg plant-1
ColliOrientali,44,11,RefoscoPr,2013,yield,1.25,kg plant-1
ColliOrientali,44,11,RefoscoPr,2014,yield,1.39,kg plant-1
ColliOrientali,44,11,RefoscoPr,2015,yield,3.18,kg plant-1
ColliOrientali,44,11,RefoscoPr,2016,yield,2.42,kg plant-1
ColliOrientali,44,11,RefoscoPr,2017,yield,1.99,kg plant-1
ColliOrientali,44,11,RefoscoPr,2018,yield,4.41,kg plant-1
ColliOrientali,44,11,RefoscoPr,2019,yield,1.86,kg plant-1
ColliOrientali,44,11,RefoscoPr,2008,sugar,21.1,Bx
ColliOrientali,44,11,RefoscoPr,2009,sugar,19.1,Bx
ColliOrientali,44,11,RefoscoPr,2010,sugar,21.2,Bx
ColliOrientali,44,11,RefoscoPr,2011,sugar,22.1,Bx
ColliOrientali,44,11,RefoscoPr,2012,sugar,21.7,Bx
ColliOrientali,44,11,RefoscoPr,2013,sugar,21.7,Bx
ColliOrientali,44,11,RefoscoPr,2014,sugar,19.4,Bx
ColliOrientali,44,11,RefoscoPr,2015,sugar,20.6,Bx
ColliOrientali,44,11,RefoscoPr,2016,sugar,22,Bx
ColliOrientali,44,11,RefoscoPr,2017,sugar,20.2,Bx
ColliOrientali,44,11,RefoscoPr,2018,sugar,22.6,Bx
ColliOrientali,44,11,RefoscoPr,2019,sugar,21.6,Bx
ColliOrientali,44,11,RefoscoPr,2020,sugar,21.5,Bx
ColliOrientali,44,11,RefoscoPr,2021,sugar,22.1,Bx
ColliOrientali,44,11,RefoscoPr,2022,sugar,22.6,Bx
ColliOrientali,44,11,RefoscoPr,2023,sugar,20.6,Bx
