Site,latitude,longitude,Variety,Year,Variable,Value
ColliOrientali,44,11,Carmenere,2016,anthocians,1416.35
ColliOrientali,44,11,Carmenere,2017,anthocians,1929.66
ColliOrientali,44,11,Carmenere,2018,anthocians,1045.63
ColliOrientali,44,11,Carmenere,2019,anthocians,2300.38
ColliOrientali,44,11,Carmenere,2020,anthocians,2328.9
ColliOrientali,44,11,Carmenere,2021,anthocians,2433.46
ColliOrientali,44,11,Carmenere,2022,anthocians,1416.35
ColliOrientali,44,11,Carmenere,2023,anthocians,1406
ColliOrientali,44,11,Carmenere,2024,anthocians,1550
ColliOrientali,44,11,Merlot,2006,bunchNo,15
ColliOrientali,44,11,Merlot,2007,bunchNo,18
ColliOrientali,44,11,Merlot,2008,bunchNo,10
ColliOrientali,44,11,Merlot,2009,bunchNo,14
ColliOrientali,44,11,Merlot,2010,bunchNo,15
ColliOrientali,44,11,Merlot,2011,bunchNo,10
ColliOrientali,44,11,Merlot,2012,bunchNo,14
ColliOrientali,44,11,Merlot,2013,bunchNo,7
ColliOrientali,44,11,Merlot,2014,bunchNo,12
ColliOrientali,44,11,Merlot,2015,bunchNo,7
ColliOrientali,44,11,Merlot,2016,bunchNo,12
ColliOrientali,44,11,Merlot,2017,bunchNo,10
ColliOrientali,44,11,Merlot,2018,bunchNo,16
ColliOrientali,44,11,Merlot,2019,bunchNo,12
ColliOrientali,44,11,Merlot,2006,berriesNo,97
ColliOrientali,44,11,Merlot,2007,berriesNo,141
ColliOrientali,44,11,Merlot,2008,berriesNo,93
ColliOrientali,44,11,Merlot,2009,berriesNo,131
ColliOrientali,44,11,Merlot,2010,berriesNo,108
ColliOrientali,44,11,Merlot,2011,berriesNo,122
ColliOrientali,44,11,Merlot,2012,berriesNo,119
ColliOrientali,44,11,Merlot,2013,berriesNo,105
ColliOrientali,44,11,Merlot,2014,berriesNo,129
ColliOrientali,44,11,Merlot,2015,berriesNo,102
ColliOrientali,44,11,Merlot,2016,berriesNo,114
ColliOrientali,44,11,Merlot,2017,berriesNo,148
ColliOrientali,44,11,Merlot,2018,berriesNo,204
ColliOrientali,44,11,Merlot,2019,berriesNo,121
ColliOrientali,44,11,Merlot,2020,berriesNo,136
ColliOrientali,44,11,Merlot,2021,berriesNo,130
ColliOrientali,44,11,Merlot,2022,berriesNo,162
ColliOrientali,44,11,Merlot,2023,berriesNo,133
ColliOrientali,44,11,Merlot,2024,berriesNo,105
ColliOrientali,44,11,Merlot,2006,berryWeight,1.38
ColliOrientali,44,11,Merlot,2007,berryWeight,1.23
ColliOrientali,44,11,Merlot,2008,berryWeight,1.48
ColliOrientali,44,11,Merlot,2009,berryWeight,1.73
ColliOrientali,44,11,Merlot,2010,berryWeight,1.29
ColliOrientali,44,11,Merlot,2011,berryWeight,1.12
ColliOrientali,44,11,Merlot,2012,berryWeight,1.1
ColliOrientali,44,11,Merlot,2013,berryWeight,1.06
ColliOrientali,44,11,Merlot,2014,berryWeight,1.57
ColliOrientali,44,11,Merlot,2015,berryWeight,1.49
ColliOrientali,44,11,Merlot,2016,berryWeight,1.31
ColliOrientali,44,11,Merlot,2017,berryWeight,1.64
ColliOrientali,44,11,Merlot,2018,berryWeight,1.8
ColliOrientali,44,11,Merlot,2019,berryWeight,1.36
ColliOrientali,44,11,Merlot,2020,berryWeight,1.72
ColliOrientali,44,11,Merlot,2021,berryWeight,1.3
ColliOrientali,44,11,Merlot,2022,berryWeight,1.3
ColliOrientali,44,11,Merlot,2023,berryWeight,1.52
ColliOrientali,44,11,Merlot,2024,berryWeight,1.35
ColliOrientali,44,11,Merlot,2006,yield,2.01
ColliOrientali,44,11,Merlot,2007,yield,3.12
ColliOrientali,44,11,Merlot,2008,yield,1.38
ColliOrientali,44,11,Merlot,2009,yield,3.17
ColliOrientali,44,11,Merlot,2010,yield,2.09
ColliOrientali,44,11,Merlot,2011,yield,1.37
ColliOrientali,44,11,Merlot,2012,yield,1.83
ColliOrientali,44,11,Merlot,2013,yield,0.78
ColliOrientali,44,11,Merlot,2014,yield,2.43
ColliOrientali,44,11,Merlot,2015,yield,1.06
ColliOrientali,44,11,Merlot,2016,yield,1.79
ColliOrientali,44,11,Merlot,2017,yield,2.43
ColliOrientali,44,11,Merlot,2018,yield,5.88
ColliOrientali,44,11,Merlot,2019,yield,1.97
ColliOrientali,44,11,Merlot,2008,sugar,23
ColliOrientali,44,11,Merlot,2009,sugar,23.5
ColliOrientali,44,11,Merlot,2010,sugar,19.3
ColliOrientali,44,11,Merlot,2011,sugar,21.9
ColliOrientali,44,11,Merlot,2012,sugar,23.4
ColliOrientali,44,11,Merlot,2013,sugar,22.8
ColliOrientali,44,11,Merlot,2014,sugar,18.8
ColliOrientali,44,11,Merlot,2015,sugar,21.2
ColliOrientali,44,11,Merlot,2016,sugar,22.4
ColliOrientali,44,11,Merlot,2017,sugar,20.9
ColliOrientali,44,11,Merlot,2018,sugar,22.6
ColliOrientali,44,11,Merlot,2019,sugar,22.7
ColliOrientali,44,11,Merlot,2020,sugar,22.2
ColliOrientali,44,11,Merlot,2021,sugar,23
ColliOrientali,44,11,Merlot,2022,sugar,22.6
ColliOrientali,44,11,Merlot,2023,sugar,21.8
ColliOrientali,44,11,Merlot,2008,acid,5
ColliOrientali,44,11,Merlot,2009,acid,4.8
ColliOrientali,44,11,Merlot,2010,acid,6.3
ColliOrientali,44,11,Merlot,2011,acid,5.4
ColliOrientali,44,11,Merlot,2012,acid,5.76
ColliOrientali,44,11,Merlot,2013,acid,5.2
ColliOrientali,44,11,Merlot,2014,acid,6.9
ColliOrientali,44,11,Merlot,2015,acid,4.6
ColliOrientali,44,11,Merlot,2016,acid,5.1
ColliOrientali,44,11,Merlot,2017,acid,4.6
ColliOrientali,44,11,Merlot,2018,acid,4.4
ColliOrientali,44,11,Merlot,2019,acid,4.7
ColliOrientali,44,11,Merlot,2020,acid,4.8
ColliOrientali,44,11,Merlot,2021,acid,4.5
ColliOrientali,44,11,Merlot,2022,acid,5.1
ColliOrientali,44,11,Merlot,2023,acid,5
ColliOrientali,44,11,Merlot,1998,anthocians,1775.292
ColliOrientali,44,11,Merlot,1999,anthocians,2154.669
ColliOrientali,44,11,Merlot,2000,anthocians,1259.728
ColliOrientali,44,11,Merlot,2003,anthocians,1561.284
ColliOrientali,44,11,Merlot,2004,anthocians,1707.198
ColliOrientali,44,11,Merlot,2005,anthocians,1361.868
ColliOrientali,44,11,Merlot,2006,anthocians,1206.226
ColliOrientali,44,11,Merlot,2007,anthocians,1507.782
ColliOrientali,44,11,Merlot,2008,anthocians,1003
ColliOrientali,44,11,Merlot,2009,anthocians,1411
ColliOrientali,44,11,Merlot,2010,anthocians,753
ColliOrientali,44,11,Merlot,2011,anthocians,1401
ColliOrientali,44,11,Merlot,2012,anthocians,1463
ColliOrientali,44,11,Merlot,2013,anthocians,1410.51
ColliOrientali,44,11,Merlot,2014,anthocians,1177.04
ColliOrientali,44,11,Merlot,2015,anthocians,1128.41
ColliOrientali,44,11,Merlot,2016,anthocians,1361.87
ColliOrientali,44,11,Merlot,2017,anthocians,1332.69
ColliOrientali,44,11,Merlot,2018,anthocians,1001.95
ColliOrientali,44,11,Merlot,2019,anthocians,1391.05
ColliOrientali,44,11,Merlot,2020,anthocians,1254.86
ColliOrientali,44,11,Merlot,2021,anthocians,1624.51
ColliOrientali,44,11,Merlot,2022,anthocians,1498.05
ColliOrientali,44,11,Merlot,2023,anthocians,930
ColliOrientali,44,11,Merlot,2024,anthocians,1000
ColliOrientali,44,11,Picolit,2006,bunchNo,13
ColliOrientali,44,11,Picolit,2007,bunchNo,11
ColliOrientali,44,11,Picolit,2008,bunchNo,11
ColliOrientali,44,11,Picolit,2009,bunchNo,12
ColliOrientali,44,11,Picolit,2010,bunchNo,19
ColliOrientali,44,11,Picolit,2011,bunchNo,10
ColliOrientali,44,11,Picolit,2012,bunchNo,12
ColliOrientali,44,11,Picolit,2013,bunchNo,10
ColliOrientali,44,11,Picolit,2014,bunchNo,10
ColliOrientali,44,11,Picolit,2015,bunchNo,9
ColliOrientali,44,11,Picolit,2016,bunchNo,12
ColliOrientali,44,11,Picolit,2017,bunchNo,11
ColliOrientali,44,11,Picolit,2018,bunchNo,14
ColliOrientali,44,11,Picolit,2019,bunchNo,15
ColliOrientali,44,11,Picolit,2006,berriesNo,158
ColliOrientali,44,11,Picolit,2007,berriesNo,112
ColliOrientali,44,11,Picolit,2008,berriesNo,58
ColliOrientali,44,11,Picolit,2009,berriesNo,121
ColliOrientali,44,11,Picolit,2010,berriesNo,125
ColliOrientali,44,11,Picolit,2011,berriesNo,157
ColliOrientali,44,11,Picolit,2012,berriesNo,113
ColliOrientali,44,11,Picolit,2013,berriesNo,69
ColliOrientali,44,11,Picolit,2014,berriesNo,57
ColliOrientali,44,11,Picolit,2015,berriesNo,177
ColliOrientali,44,11,Picolit,2016,berriesNo,64
ColliOrientali,44,11,Picolit,2017,berriesNo,92
ColliOrientali,44,11,Picolit,2018,berriesNo,190
ColliOrientali,44,11,Picolit,2019,berriesNo,84
ColliOrientali,44,11,Picolit,2020,berriesNo,101
ColliOrientali,44,11,Picolit,2021,berriesNo,90
ColliOrientali,44,11,Picolit,2022,berriesNo,86
ColliOrientali,44,11,Picolit,2023,berriesNo,73
ColliOrientali,44,11,Picolit,2024,berriesNo,92
ColliOrientali,44,11,Picolit,2006,berryWeight,1.03
ColliOrientali,44,11,Picolit,2007,berryWeight,1.24
ColliOrientali,44,11,Picolit,2008,berryWeight,1.45
ColliOrientali,44,11,Picolit,2009,berryWeight,0.96
ColliOrientali,44,11,Picolit,2010,berryWeight,1.32
ColliOrientali,44,11,Picolit,2011,berryWeight,0.92
ColliOrientali,44,11,Picolit,2012,berryWeight,0.83
ColliOrientali,44,11,Picolit,2013,berryWeight,0.94
ColliOrientali,44,11,Picolit,2014,berryWeight,1.55
ColliOrientali,44,11,Picolit,2015,berryWeight,1.05
ColliOrientali,44,11,Picolit,2016,berryWeight,0.92
ColliOrientali,44,11,Picolit,2017,berryWeight,1.14
ColliOrientali,44,11,Picolit,2018,berryWeight,0.7
ColliOrientali,44,11,Picolit,2019,berryWeight,1.03
ColliOrientali,44,11,Picolit,2020,berryWeight,1.06
ColliOrientali,44,11,Picolit,2021,berryWeight,0.78
ColliOrientali,44,11,Picolit,2022,berryWeight,1.1
ColliOrientali,44,11,Picolit,2023,berryWeight,1.56
ColliOrientali,44,11,Picolit,2024,berryWeight,1.25
ColliOrientali,44,11,Picolit,2006,yield,2.12
ColliOrientali,44,11,Picolit,2007,yield,1.53
ColliOrientali,44,11,Picolit,2008,yield,0.93
ColliOrientali,44,11,Picolit,2009,yield,1.39
ColliOrientali,44,11,Picolit,2010,yield,3.14
ColliOrientali,44,11,Picolit,2011,yield,1.44
ColliOrientali,44,11,Picolit,2012,yield,1.13
ColliOrientali,44,11,Picolit,2013,yield,0.65
ColliOrientali,44,11,Picolit,2014,yield,0.88
ColliOrientali,44,11,Picolit,2015,yield,1.67
ColliOrientali,44,11,Picolit,2016,yield,0.71
ColliOrientali,44,11,Picolit,2017,yield,1.15
ColliOrientali,44,11,Picolit,2018,yield,1.86
ColliOrientali,44,11,Picolit,2019,yield,1.3
ColliOrientali,44,11,Picolit,2008,sugar,24.2
ColliOrientali,44,11,Picolit,2009,sugar,26.1
ColliOrientali,44,11,Picolit,2010,sugar,25.9
ColliOrientali,44,11,Picolit,2011,sugar,23.4
ColliOrientali,44,11,Picolit,2012,sugar,24.8
ColliOrientali,44,11,Picolit,2013,sugar,20.5
ColliOrientali,44,11,Picolit,2014,sugar,19.2
ColliOrientali,44,11,Picolit,2015,sugar,23.7
ColliOrientali,44,11,Picolit,2016,sugar,26.9
ColliOrientali,44,11,Picolit,2017,sugar,24
ColliOrientali,44,11,Picolit,2018,sugar,23.3
ColliOrientali,44,11,Picolit,2019,sugar,27.4
ColliOrientali,44,11,Picolit,2020,sugar,27.3
ColliOrientali,44,11,Picolit,2021,sugar,25.7
ColliOrientali,44,11,Picolit,2023,sugar,20.5
ColliOrientali,44,11,Picolit,2008,acid,6.7
ColliOrientali,44,11,Picolit,2009,acid,5.8
ColliOrientali,44,11,Picolit,2010,acid,6.9
ColliOrientali,44,11,Picolit,2011,acid,6
ColliOrientali,44,11,Picolit,2012,acid,5.75
ColliOrientali,44,11,Picolit,2013,acid,6.6
ColliOrientali,44,11,Picolit,2014,acid,8.6
ColliOrientali,44,11,Picolit,2015,acid,5
ColliOrientali,44,11,Picolit,2016,acid,5.6
ColliOrientali,44,11,Picolit,2017,acid,5.2
ColliOrientali,44,11,Picolit,2018,acid,5.5
ColliOrientali,44,11,Picolit,2019,acid,3.7
ColliOrientali,44,11,Picolit,2020,acid,4.5
ColliOrientali,44,11,Picolit,2021,acid,3.9
ColliOrientali,44,11,Picolit,2023,acid,5.7
ColliOrientali,44,11,Pignolo,2006,bunchNo,13
ColliOrientali,44,11,Pignolo,2007,bunchNo,9
ColliOrientali,44,11,Pignolo,2008,bunchNo,8
ColliOrientali,44,11,Pignolo,2009,bunchNo,7
ColliOrientali,44,11,Pignolo,2010,bunchNo,9
ColliOrientali,44,11,Pignolo,2011,bunchNo,7
ColliOrientali,44,11,Pignolo,2012,bunchNo,11
ColliOrientali,44,11,Pignolo,2013,bunchNo,10
ColliOrientali,44,11,Pignolo,2014,bunchNo,8
ColliOrientali,44,11,Pignolo,2015,bunchNo,10
ColliOrientali,44,11,Pignolo,2016,bunchNo,9
ColliOrientali,44,11,Pignolo,2017,bunchNo,9
ColliOrientali,44,11,Pignolo,2018,bunchNo,10
ColliOrientali,44,11,Pignolo,2019,bunchNo,9
ColliOrientali,44,11,Pignolo,2006,berriesNo,109
ColliOrientali,44,11,Pignolo,2007,berriesNo,214
ColliOrientali,44,11,Pignolo,2008,berriesNo,147
ColliOrientali,44,11,Pignolo,2009,berriesNo,104
ColliOrientali,44,11,Pignolo,2010,berriesNo,109
ColliOrientali,44,11,Pignolo,2011,berriesNo,132
ColliOrientali,44,11,Pignolo,2012,berriesNo,124
ColliOrientali,44,11,Pignolo,2013,berriesNo,94
ColliOrientali,44,11,Pignolo,2015,berriesNo,111
ColliOrientali,44,11,Pignolo,2016,berriesNo,120
ColliOrientali,44,11,Pignolo,2017,berriesNo,123
ColliOrientali,44,11,Pignolo,2018,berriesNo,155
ColliOrientali,44,11,Pignolo,2019,berriesNo,109
ColliOrientali,44,11,Pignolo,2020,berriesNo,166
ColliOrientali,44,11,Pignolo,2021,berriesNo,85
ColliOrientali,44,11,Pignolo,2022,berriesNo,135
ColliOrientali,44,11,Pignolo,2023,berriesNo,133
ColliOrientali,44,11,Pignolo,2024,berriesNo,112
ColliOrientali,44,11,Pignolo,2006,berryWeight,1.1
ColliOrientali,44,11,Pignolo,2007,berryWeight,1.27
ColliOrientali,44,11,Pignolo,2008,berryWeight,0.98
ColliOrientali,44,11,Pignolo,2009,berryWeight,1.38
ColliOrientali,44,11,Pignolo,2010,berryWeight,1.4
ColliOrientali,44,11,Pignolo,2011,berryWeight,1.27
ColliOrientali,44,11,Pignolo,2012,berryWeight,1.1
ColliOrientali,44,11,Pignolo,2013,berryWeight,0.84
ColliOrientali,44,11,Pignolo,2015,berryWeight,1.43
ColliOrientali,44,11,Pignolo,2016,berryWeight,0.92
ColliOrientali,44,11,Pignolo,2017,berryWeight,1.2
ColliOrientali,44,11,Pignolo,2018,berryWeight,1.26
ColliOrientali,44,11,Pignolo,2019,berryWeight,1.37
ColliOrientali,44,11,Pignolo,2020,berryWeight,1.12
ColliOrientali,44,11,Pignolo,2021,berryWeight,1.42
ColliOrientali,44,11,Pignolo,2022,berryWeight,1.2
ColliOrientali,44,11,Pignolo,2023,berryWeight,1.31
ColliOrientali,44,11,Pignolo,2024,berryWeight,1.1
ColliOrientali,44,11,Pignolo,2006,yield,1.56
ColliOrientali,44,11,Pignolo,2007,yield,2.45
ColliOrientali,44,11,Pignolo,2008,yield,1.15
ColliOrientali,44,11,Pignolo,2009,yield,1
ColliOrientali,44,11,Pignolo,2010,yield,1.37
ColliOrientali,44,11,Pignolo,2011,yield,1.17
ColliOrientali,44,11,Pignolo,2012,yield,1.5
ColliOrientali,44,11,Pignolo,2013,yield,0.79
ColliOrientali,44,11,Pignolo,2014,yield,0
ColliOrientali,44,11,Pignolo,2015,yield,1.59
ColliOrientali,44,11,Pignolo,2016,yield,0.99
ColliOrientali,44,11,Pignolo,2017,yield,1.33
ColliOrientali,44,11,Pignolo,2018,yield,1.95
ColliOrientali,44,11,Pignolo,2019,yield,1.34
ColliOrientali,44,11,Pignolo,2008,sugar,22
ColliOrientali,44,11,Pignolo,2009,sugar,23
ColliOrientali,44,11,Pignolo,2010,sugar,23.4
ColliOrientali,44,11,Pignolo,2011,sugar,25.6
ColliOrientali,44,11,Pignolo,2012,sugar,24.3
ColliOrientali,44,11,Pignolo,2013,sugar,22.8
ColliOrientali,44,11,Pignolo,2014,sugar,20.4
ColliOrientali,44,11,Pignolo,2015,sugar,22.7
ColliOrientali,44,11,Pignolo,2016,sugar,24.9
ColliOrientali,44,11,Pignolo,2017,sugar,21
ColliOrientali,44,11,Pignolo,2018,sugar,22.1
ColliOrientali,44,11,Pignolo,2019,sugar,24.2
ColliOrientali,44,11,Pignolo,2020,sugar,23.8
ColliOrientali,44,11,Pignolo,2021,sugar,23.9
ColliOrientali,44,11,Pignolo,2022,sugar,24.1
ColliOrientali,44,11,Pignolo,2023,sugar,21.7
ColliOrientali,44,11,Pignolo,2008,acid,7.9
ColliOrientali,44,11,Pignolo,2009,acid,5.5
ColliOrientali,44,11,Pignolo,2010,acid,6.5
ColliOrientali,44,11,Pignolo,2011,acid,6.2
ColliOrientali,44,11,Pignolo,2012,acid,6.1
ColliOrientali,44,11,Pignolo,2013,acid,6.4
ColliOrientali,44,11,Pignolo,2014,acid,9.2
ColliOrientali,44,11,Pignolo,2015,acid,5.7
ColliOrientali,44,11,Pignolo,2016,acid,6.6
ColliOrientali,44,11,Pignolo,2017,acid,7.4
ColliOrientali,44,11,Pignolo,2018,acid,4.7
ColliOrientali,44,11,Pignolo,2019,acid,5.4
ColliOrientali,44,11,Pignolo,2020,acid,5.2
ColliOrientali,44,11,Pignolo,2021,acid,5.4
ColliOrientali,44,11,Pignolo,2022,acid,4.6
ColliOrientali,44,11,Pignolo,2023,acid,5.7
ColliOrientali,44,11,Pignolo,2003,anthocians,939.8798
ColliOrientali,44,11,Pignolo,2004,anthocians,2069.138
ColliOrientali,44,11,Pignolo,2005,anthocians,1788.577
ColliOrientali,44,11,Pignolo,2006,anthocians,1641.283
ColliOrientali,44,11,Pignolo,2007,anthocians,1080.16
ColliOrientali,44,11,Pignolo,2008,anthocians,1579
ColliOrientali,44,11,Pignolo,2009,anthocians,1992
ColliOrientali,44,11,Pignolo,2010,anthocians,1892
ColliOrientali,44,11,Pignolo,2011,anthocians,1766
ColliOrientali,44,11,Pignolo,2012,anthocians,1343
ColliOrientali,44,11,Pignolo,2013,anthocians,2016.81
ColliOrientali,44,11,Pignolo,2014,anthocians,1588.24
ColliOrientali,44,11,Pignolo,2015,anthocians,1184.87
ColliOrientali,44,11,Pignolo,2016,anthocians,1865.55
ColliOrientali,44,11,Pignolo,2017,anthocians,1134.45
ColliOrientali,44,11,Pignolo,2018,anthocians,894.96
ColliOrientali,44,11,Pignolo,2019,anthocians,1121.85
ColliOrientali,44,11,Pignolo,2020,anthocians,1310.92
ColliOrientali,44,11,Pignolo,2021,anthocians,1500
ColliOrientali,44,11,Pignolo,2022,anthocians,1046.22
ColliOrientali,44,11,Pignolo,2023,anthocians,738
ColliOrientali,44,11,Pignolo,2024,anthocians,738
ColliOrientali,44,11,PinotB,2008,bunchNo,11
ColliOrientali,44,11,PinotB,2009,bunchNo,9
ColliOrientali,44,11,PinotB,2010,bunchNo,18
ColliOrientali,44,11,PinotB,2011,bunchNo,13
ColliOrientali,44,11,PinotB,2012,bunchNo,14
ColliOrientali,44,11,PinotB,2013,bunchNo,13
ColliOrientali,44,11,PinotB,2014,bunchNo,8
ColliOrientali,44,11,PinotB,2015,bunchNo,12
ColliOrientali,44,11,PinotB,2016,bunchNo,13
ColliOrientali,44,11,PinotB,2017,bunchNo,10
ColliOrientali,44,11,PinotB,2018,bunchNo,15
ColliOrientali,44,11,PinotB,2019,bunchNo,13
ColliOrientali,44,11,PinotB,2008,berriesNo,118
ColliOrientali,44,11,PinotB,2009,berriesNo,108
ColliOrientali,44,11,PinotB,2010,berriesNo,95
ColliOrientali,44,11,PinotB,2011,berriesNo,106
ColliOrientali,44,11,PinotB,2013,berriesNo,124
ColliOrientali,44,11,PinotB,2014,berriesNo,109
ColliOrientali,44,11,PinotB,2015,berriesNo,108
ColliOrientali,44,11,PinotB,2016,berriesNo,148
ColliOrientali,44,11,PinotB,2017,berriesNo,119
ColliOrientali,44,11,PinotB,2018,berriesNo,151
ColliOrientali,44,11,PinotB,2019,berriesNo,110
ColliOrientali,44,11,PinotB,2020,berriesNo,93
ColliOrientali,44,11,PinotB,2021,berriesNo,123
ColliOrientali,44,11,PinotB,2022,berriesNo,138
ColliOrientali,44,11,PinotB,2023,berriesNo,122
ColliOrientali,44,11,PinotB,2024,berriesNo,93
ColliOrientali,44,11,PinotB,2008,berryWeight,1.73
ColliOrientali,44,11,PinotB,2009,berryWeight,1.65
ColliOrientali,44,11,PinotB,2010,berryWeight,1.54
ColliOrientali,44,11,PinotB,2011,berryWeight,1.59
ColliOrientali,44,11,PinotB,2013,berryWeight,1.07
ColliOrientali,44,11,PinotB,2014,berryWeight,1.62
ColliOrientali,44,11,PinotB,2015,berryWeight,1.75
ColliOrientali,44,11,PinotB,2016,berryWeight,1.27
ColliOrientali,44,11,PinotB,2017,berryWeight,1.36
ColliOrientali,44,11,PinotB,2018,berryWeight,1.64
ColliOrientali,44,11,PinotB,2019,berryWeight,1.31
ColliOrientali,44,11,PinotB,2020,berryWeight,1.44
ColliOrientali,44,11,PinotB,2021,berryWeight,1.5
ColliOrientali,44,11,PinotB,2022,berryWeight,1.2
ColliOrientali,44,11,PinotB,2023,berryWeight,1.21
ColliOrientali,44,11,PinotB,2024,berryWeight,1.2
ColliOrientali,44,11,PinotB,2008,yield,2.25
ColliOrientali,44,11,PinotB,2009,yield,1.6
ColliOrientali,44,11,PinotB,2010,yield,2.63
ColliOrientali,44,11,PinotB,2011,yield,2.19
ColliOrientali,44,11,PinotB,2013,yield,1.72
ColliOrientali,44,11,PinotB,2014,yield,1.41
ColliOrientali,44,11,PinotB,2015,yield,2.27
ColliOrientali,44,11,PinotB,2016,yield,2.44
ColliOrientali,44,11,PinotB,2017,yield,1.62
ColliOrientali,44,11,PinotB,2018,yield,3.71
ColliOrientali,44,11,PinotB,2019,yield,1.87
ColliOrientali,44,11,PinotG,2006,bunchNo,29
ColliOrientali,44,11,PinotG,2007,bunchNo,22
ColliOrientali,44,11,PinotG,2008,bunchNo,22
ColliOrientali,44,11,PinotG,2009,bunchNo,19
ColliOrientali,44,11,PinotG,2010,bunchNo,16
ColliOrientali,44,11,PinotG,2011,bunchNo,13
ColliOrientali,44,11,PinotG,2012,bunchNo,14
ColliOrientali,44,11,PinotG,2013,bunchNo,10
ColliOrientali,44,11,PinotG,2014,bunchNo,10
ColliOrientali,44,11,PinotG,2015,bunchNo,14
ColliOrientali,44,11,PinotG,2016,bunchNo,13
ColliOrientali,44,11,PinotG,2017,bunchNo,9
