Site,latitude,longitude,Variety,Year,Variable,Value
ColliOrientali,44,11,PinotG,2018,bunchNo,17
ColliOrientali,44,11,PinotG,2019,bunchNo,12
ColliOrientali,44,11,PinotG,2006,berriesNo,87
ColliOrientali,44,11,PinotG,2007,berriesNo,148
ColliOrientali,44,11,PinotG,2008,berriesNo,116
ColliOrientali,44,11,PinotG,2009,berriesNo,104
ColliOrientali,44,11,PinotG,2010,berriesNo,100
ColliOrientali,44,11,PinotG,2011,berriesNo,103
ColliOrientali,44,11,PinotG,2012,berriesNo,87
ColliOrientali,44,11,PinotG,2013,berriesNo,93
ColliOrientali,44,11,PinotG,2014,berriesNo,94
ColliOrientali,44,11,PinotG,2015,berriesNo,101
ColliOrientali,44,11,PinotG,2016,berriesNo,114
ColliOrientali,44,11,PinotG,2017,berriesNo,95
ColliOrientali,44,11,PinotG,2018,berriesNo,142
ColliOrientali,44,11,PinotG,2019,berriesNo,94
ColliOrientali,44,11,PinotG,2020,berriesNo,120
ColliOrientali,44,11,PinotG,2021,berriesNo,105
ColliOrientali,44,11,PinotG,2022,berriesNo,135
ColliOrientali,44,11,PinotG,2023,berriesNo,107
ColliOrientali,44,11,PinotG,2024,berriesNo,85
ColliOrientali,44,11,PinotG,2006,berryWeight,1.12
ColliOrientali,44,11,PinotG,2007,berryWeight,1.17
ColliOrientali,44,11,PinotG,2008,berryWeight,1.26
ColliOrientali,44,11,PinotG,2009,berryWeight,1.34
ColliOrientali,44,11,PinotG,2010,berryWeight,1.18
ColliOrientali,44,11,PinotG,2011,berryWeight,1.3
ColliOrientali,44,11,PinotG,2012,berryWeight,0.97
ColliOrientali,44,11,PinotG,2013,berryWeight,0.95
ColliOrientali,44,11,PinotG,2014,berryWeight,1.25
ColliOrientali,44,11,PinotG,2015,berryWeight,1.31
ColliOrientali,44,11,PinotG,2016,berryWeight,0.94
ColliOrientali,44,11,PinotG,2017,berryWeight,1.21
ColliOrientali,44,11,PinotG,2018,berryWeight,1.14
ColliOrientali,44,11,PinotG,2019,berryWeight,1.04
ColliOrientali,44,11,PinotG,2020,berryWeight,1.21
ColliOrientali,44,11,PinotG,2021,berryWeight,1.2
ColliOrientali,44,11,PinotG,2022,berryWeight,0.96
ColliOrientali,44,11,PinotG,2023,berryWeight,1.25
ColliOrientali,44,11,PinotG,2024,berryWeight,0.95
ColliOrientali,44,11,PinotG,2006,yield,2.83
ColliOrientali,44,11,PinotG,2007,yield,3.81
ColliOrientali,44,11,PinotG,2008,yield,3.22
ColliOrientali,44,11,PinotG,2009,yield,2.65
ColliOrientali,44,11,PinotG,2010,yield,1.89
ColliOrientali,44,11,PinotG,2011,yield,1.74
ColliOrientali,44,11,PinotG,2012,yield,1.18
ColliOrientali,44,11,PinotG,2013,yield,0.88
ColliOrientali,44,11,PinotG,2014,yield,1.18
ColliOrientali,44,11,PinotG,2015,yield,1.85
ColliOrientali,44,11,PinotG,2016,yield,1.39
ColliOrientali,44,11,PinotG,2017,yield,1.03
ColliOrientali,44,11,PinotG,2018,yield,2.75
ColliOrientali,44,11,PinotG,2019,yield,1.17
ColliOrientali,44,11,PinotG,2008,sugar,23
ColliOrientali,44,11,PinotG,2009,sugar,22.9
ColliOrientali,44,11,PinotG,2010,sugar,21.5
ColliOrientali,44,11,PinotG,2011,sugar,22
ColliOrientali,44,11,PinotG,2012,sugar,22.6
ColliOrientali,44,11,PinotG,2013,sugar,21.5
ColliOrientali,44,11,PinotG,2014,sugar,18.9
ColliOrientali,44,11,PinotG,2015,sugar,21.5
ColliOrientali,44,11,PinotG,2016,sugar,22.9
ColliOrientali,44,11,PinotG,2017,sugar,20.8
ColliOrientali,44,11,PinotG,2018,sugar,21.7
ColliOrientali,44,11,PinotG,2019,sugar,22.4
ColliOrientali,44,11,PinotG,2020,sugar,20.9
ColliOrientali,44,11,PinotG,2021,sugar,21.5
ColliOrientali,44,11,PinotG,2023,sugar,20.1
ColliOrientali,44,11,PinotG,2008,acid,6.6
ColliOrientali,44,11,PinotG,2009,acid,5.4
ColliOrientali,44,11,PinotG,2010,acid,6.1
ColliOrientali,44,11,PinotG,2011,acid,6.5
ColliOrientali,44,11,PinotG,2012,acid,6.6
ColliOrientali,44,11,PinotG,2013,acid,6.8
ColliOrientali,44,11,PinotG,2014,acid,7.75
ColliOrientali,44,11,PinotG,2015,acid,5.5
ColliOrientali,44,11,PinotG,2016,acid,5.2
ColliOrientali,44,11,PinotG,2017,acid,5.5
ColliOrientali,44,11,PinotG,2018,acid,4.6
ColliOrientali,44,11,PinotG,2019,acid,4.9
ColliOrientali,44,11,PinotG,2020,acid,5.6
ColliOrientali,44,11,PinotG,2021,acid,6.1
ColliOrientali,44,11,PinotG,2023,acid,5.6
ColliOrientali,44,11,RefoscoPr,2006,bunchNo,16
ColliOrientali,44,11,RefoscoPr,2007,bunchNo,12
ColliOrientali,44,11,RefoscoPr,2008,bunchNo,16
ColliOrientali,44,11,RefoscoPr,2009,bunchNo,9
ColliOrientali,44,11,RefoscoPr,2010,bunchNo,15
ColliOrientali,44,11,RefoscoPr,2011,bunchNo,12
ColliOrientali,44,11,RefoscoPr,2012,bunchNo,11
ColliOrientali,44,11,RefoscoPr,2013,bunchNo,7
ColliOrientali,44,11,RefoscoPr,2014,bunchNo,7
ColliOrientali,44,11,RefoscoPr,2015,bunchNo,14
ColliOrientali,44,11,RefoscoPr,2016,bunchNo,12
ColliOrientali,44,11,RefoscoPr,2017,bunchNo,10
ColliOrientali,44,11,RefoscoPr,2018,bunchNo,15
ColliOrientali,44,11,RefoscoPr,2019,bunchNo,12
ColliOrientali,44,11,RefoscoPr,2006,berriesNo,87
ColliOrientali,44,11,RefoscoPr,2007,berriesNo,134
ColliOrientali,44,11,RefoscoPr,2008,berriesNo,195
ColliOrientali,44,11,RefoscoPr,2009,berriesNo,191
ColliOrientali,44,11,RefoscoPr,2010,berriesNo,146
ColliOrientali,44,11,RefoscoPr,2011,berriesNo,229
ColliOrientali,44,11,RefoscoPr,2012,berriesNo,144
ColliOrientali,44,11,RefoscoPr,2013,berriesNo,162
ColliOrientali,44,11,RefoscoPr,2014,berriesNo,143
ColliOrientali,44,11,RefoscoPr,2015,berriesNo,143
ColliOrientali,44,11,RefoscoPr,2016,berriesNo,167
ColliOrientali,44,11,RefoscoPr,2017,berriesNo,140
ColliOrientali,44,11,RefoscoPr,2018,berriesNo,191
ColliOrientali,44,11,RefoscoPr,2019,berriesNo,100
ColliOrientali,44,11,RefoscoPr,2020,berriesNo,155
ColliOrientali,44,11,RefoscoPr,2021,berriesNo,135
ColliOrientali,44,11,RefoscoPr,2022,berriesNo,148
ColliOrientali,44,11,RefoscoPr,2023,berriesNo,131
ColliOrientali,44,11,RefoscoPr,2024,berriesNo,85
ColliOrientali,44,11,RefoscoPr,2006,berryWeight,1.6
ColliOrientali,44,11,RefoscoPr,2007,berryWeight,1.4
ColliOrientali,44,11,RefoscoPr,2008,berryWeight,1.23
ColliOrientali,44,11,RefoscoPr,2009,berryWeight,1.73
ColliOrientali,44,11,RefoscoPr,2010,berryWeight,1.44
ColliOrientali,44,11,RefoscoPr,2011,berryWeight,1.56
ColliOrientali,44,11,RefoscoPr,2012,berryWeight,1.19
ColliOrientali,44,11,RefoscoPr,2013,berryWeight,1.1
ColliOrientali,44,11,RefoscoPr,2014,berryWeight,1.39
ColliOrientali,44,11,RefoscoPr,2015,berryWeight,1.59
ColliOrientali,44,11,RefoscoPr,2016,berryWeight,1.21
ColliOrientali,44,11,RefoscoPr,2017,berryWeight,1.42
ColliOrientali,44,11,RefoscoPr,2018,berryWeight,1.54
ColliOrientali,44,11,RefoscoPr,2019,berryWeight,1.55
ColliOrientali,44,11,RefoscoPr,2020,berryWeight,1.58
ColliOrientali,44,11,RefoscoPr,2021,berryWeight,1.6
ColliOrientali,44,11,RefoscoPr,2022,berryWeight,1.5
ColliOrientali,44,11,RefoscoPr,2023,berryWeight,1.32
ColliOrientali,44,11,RefoscoPr,2024,berryWeight,1.25
ColliOrientali,44,11,RefoscoPr,2006,yield,2.23
ColliOrientali,44,11,RefoscoPr,2007,yield,2.25
ColliOrientali,44,11,RefoscoPr,2008,yield,3.84
ColliOrientali,44,11,RefoscoPr,2009,yield,2.97
ColliOrientali,44,11,RefoscoPr,2010,yield,3.15
ColliOrientali,44,11,RefoscoPr,2011,yield,4.29
ColliOrientali,44,11,RefoscoPr,2012,yield,1.88
ColliOrientali,44,11,RefoscoPr,2013,yield,1.25
ColliOrientali,44,11,RefoscoPr,2014,yield,1.39
ColliOrientali,44,11,RefoscoPr,2015,yield,3.18
ColliOrientali,44,11,RefoscoPr,2016,yield,2.42
ColliOrientali,44,11,RefoscoPr,2017,yield,1.99
ColliOrientali,44,11,RefoscoPr,2018,yield,4.41
ColliOrientali,44,11,RefoscoPr,2019,yield,1.86
ColliOrientali,44,11,RefoscoPr,2008,sugar,21.1
ColliOrientali,44,11,RefoscoPr,2009,sugar,19.1
ColliOrientali,44,11,RefoscoPr,2010,sugar,21.2
ColliOrientali,44,11,RefoscoPr,2011,sugar,22.1
ColliOrientali,44,11,RefoscoPr,2012,sugar,21.7
ColliOrientali,44,11,RefoscoPr,2013,sugar,21.7
ColliOrientali,44,11,RefoscoPr,2014,sugar,19.4
ColliOrientali,44,11,RefoscoPr,2015,sugar,20.6
ColliOrientali,44,11,RefoscoPr,2016,sugar,22
ColliOrientali,44,11,RefoscoPr,2017,sugar,20.2
ColliOrientali,44,11,RefoscoPr,2018,sugar,22.6
ColliOrientali,44,11,RefoscoPr,2019,sugar,21.6
ColliOrientali,44,11,RefoscoPr,2020,sugar,21.5
ColliOrientali,44,11,RefoscoPr,2021,sugar,22.1
ColliOrientali,44,11,RefoscoPr,2022,sugar,22.6
ColliOrientali,44,11,RefoscoPr,2023,sugar,20.6
ColliOrientali,44,11,RefoscoPr,2008,acid,8.9
ColliOrientali,44,11,RefoscoPr,2009,acid,6.1
ColliOrientali,44,11,RefoscoPr,2010,acid,7.9
ColliOrientali,44,11,RefoscoPr,2011,acid,5.8
ColliOrientali,44,11,RefoscoPr,2012,acid,7.1
ColliOrientali,44,11,RefoscoPr,2013,acid,6
ColliOrientali,44,11,RefoscoPr,2014,acid,9.1
ColliOrientali,44,11,RefoscoPr,2015,acid,6
ColliOrientali,44,11,RefoscoPr,2016,acid,6.3
ColliOrientali,44,11,RefoscoPr,2017,acid,6.6
ColliOrientali,44,11,RefoscoPr,2018,acid,4.2
ColliOrientali,44,11,RefoscoPr,2019,acid,5.4
ColliOrientali,44,11,RefoscoPr,2020,acid,5.1
ColliOrientali,44,11,RefoscoPr,2021,acid,6.2
ColliOrientali,44,11,RefoscoPr,2022,acid,4.7
ColliOrientali,44,11,RefoscoPr,2023,acid,5.8
ColliOrientali,44,11,RefoscoPr,1998,anthocians,1698.63
ColliOrientali,44,11,RefoscoPr,1999,anthocians,2802.348
ColliOrientali,44,11,RefoscoPr,2000,anthocians,2113.503
ColliOrientali,44,11,RefoscoPr,2003,anthocians,2410.959
ColliOrientali,44,11,RefoscoPr,2004,anthocians,3553.816
ColliOrientali,44,11,RefoscoPr,2005,anthocians,2872.798
ColliOrientali,44,11,RefoscoPr,2006,anthocians,2426.614
ColliOrientali,44,11,RefoscoPr,2007,anthocians,2841.487
ColliOrientali,44,11,RefoscoPr,2008,anthocians,2833
ColliOrientali,44,11,RefoscoPr,2009,anthocians,2244
ColliOrientali,44,11,RefoscoPr,2010,anthocians,3166
ColliOrientali,44,11,RefoscoPr,2011,anthocians,2587
ColliOrientali,44,11,RefoscoPr,2012,anthocians,2675
ColliOrientali,44,11,RefoscoPr,2013,anthocians,1640.63
ColliOrientali,44,11,RefoscoPr,2014,anthocians,1765.62
ColliOrientali,44,11,RefoscoPr,2015,anthocians,2125
ColliOrientali,44,11,RefoscoPr,2016,anthocians,2328.13
ColliOrientali,44,11,RefoscoPr,2017,anthocians,2578.12
ColliOrientali,44,11,RefoscoPr,2018,anthocians,1843.75
ColliOrientali,44,11,RefoscoPr,2019,anthocians,2218.75
ColliOrientali,44,11,RefoscoPr,2020,anthocians,2078.13
ColliOrientali,44,11,RefoscoPr,2021,anthocians,2312.5
ColliOrientali,44,11,RefoscoPr,2022,anthocians,2093.75
ColliOrientali,44,11,RefoscoPr,2023,anthocians,1404
ColliOrientali,44,11,RefoscoPr,2024,anthocians,2110
ColliOrientali,44,11,Ribolla,2006,bunchNo,21
ColliOrientali,44,11,Ribolla,2007,bunchNo,21
ColliOrientali,44,11,Ribolla,2008,bunchNo,17
ColliOrientali,44,11,Ribolla,2009,bunchNo,15
ColliOrientali,44,11,Ribolla,2010,bunchNo,18
ColliOrientali,44,11,Ribolla,2011,bunchNo,17
ColliOrientali,44,11,Ribolla,2012,bunchNo,19
ColliOrientali,44,11,Ribolla,2013,bunchNo,14
ColliOrientali,44,11,Ribolla,2014,bunchNo,14
ColliOrientali,44,11,Ribolla,2015,bunchNo,16
ColliOrientali,44,11,Ribolla,2016,bunchNo,24
ColliOrientali,44,11,Ribolla,2017,bunchNo,14
ColliOrientali,44,11,Ribolla,2018,bunchNo,21
ColliOrientali,44,11,Ribolla,2019,bunchNo,20
ColliOrientali,44,11,Ribolla,2006,berriesNo,58
ColliOrientali,44,11,Ribolla,2007,berriesNo,95
ColliOrientali,44,11,Ribolla,2008,berriesNo,95
ColliOrientali,44,11,Ribolla,2009,berriesNo,91
ColliOrientali,44,11,Ribolla,2010,berriesNo,79
ColliOrientali,44,11,Ribolla,2011,berriesNo,95
ColliOrientali,44,11,Ribolla,2012,berriesNo,93
ColliOrientali,44,11,Ribolla,2013,berriesNo,96
ColliOrientali,44,11,Ribolla,2014,berriesNo,76
ColliOrientali,44,11,Ribolla,2015,berriesNo,79
ColliOrientali,44,11,Ribolla,2016,berriesNo,96
ColliOrientali,44,11,Ribolla,2017,berriesNo,104
ColliOrientali,44,11,Ribolla,2018,berriesNo,88
ColliOrientali,44,11,Ribolla,2019,berriesNo,85
ColliOrientali,44,11,Ribolla,2020,berriesNo,93
ColliOrientali,44,11,Ribolla,2021,berriesNo,85
ColliOrientali,44,11,Ribolla,2022,berriesNo,110
ColliOrientali,44,11,Ribolla,2023,berriesNo,93
ColliOrientali,44,11,Ribolla,2024,berriesNo,76
ColliOrientali,44,11,Ribolla,2006,berryWeight,2.14
ColliOrientali,44,11,Ribolla,2007,berryWeight,2.16
ColliOrientali,44,11,Ribolla,2008,berryWeight,2
ColliOrientali,44,11,Ribolla,2009,berryWeight,2.3
ColliOrientali,44,11,Ribolla,2010,berryWeight,2.13
ColliOrientali,44,11,Ribolla,2011,berryWeight,2
ColliOrientali,44,11,Ribolla,2012,berryWeight,1.52
ColliOrientali,44,11,Ribolla,2013,berryWeight,1.27
ColliOrientali,44,11,Ribolla,2014,berryWeight,2.25
ColliOrientali,44,11,Ribolla,2015,berryWeight,2.35
ColliOrientali,44,11,Ribolla,2016,berryWeight,1.81
ColliOrientali,44,11,Ribolla,2017,berryWeight,2.28
ColliOrientali,44,11,Ribolla,2018,berryWeight,2.66
ColliOrientali,44,11,Ribolla,2019,berryWeight,1.91
ColliOrientali,44,11,Ribolla,2020,berryWeight,2.14
ColliOrientali,44,11,Ribolla,2021,berryWeight,2.2
ColliOrientali,44,11,Ribolla,2022,berryWeight,1.7
ColliOrientali,44,11,Ribolla,2023,berryWeight,2.06
ColliOrientali,44,11,Ribolla,2024,berryWeight,1.6
ColliOrientali,44,11,Ribolla,2006,yield,2.61
ColliOrientali,44,11,Ribolla,2007,yield,4.31
ColliOrientali,44,11,Ribolla,2008,yield,3.23
ColliOrientali,44,11,Ribolla,2009,yield,3.14
ColliOrientali,44,11,Ribolla,2010,yield,3.03
ColliOrientali,44,11,Ribolla,2011,yield,3.23
ColliOrientali,44,11,Ribolla,2012,yield,2.69
ColliOrientali,44,11,Ribolla,2013,yield,1.71
ColliOrientali,44,11,Ribolla,2014,yield,2.39
ColliOrientali,44,11,Ribolla,2015,yield,2.97
ColliOrientali,44,11,Ribolla,2016,yield,4.17
ColliOrientali,44,11,Ribolla,2017,yield,3.32
ColliOrientali,44,11,Ribolla,2018,yield,4.92
ColliOrientali,44,11,Ribolla,2019,yield,3.25
ColliOrientali,44,11,Ribolla,2008,sugar,19
ColliOrientali,44,11,Ribolla,2009,sugar,21.2
ColliOrientali,44,11,Ribolla,2010,sugar,21.4
ColliOrientali,44,11,Ribolla,2011,sugar,20.7
ColliOrientali,44,11,Ribolla,2012,sugar,19.3
ColliOrientali,44,11,Ribolla,2013,sugar,18.5
ColliOrientali,44,11,Ribolla,2014,sugar,17.2
ColliOrientali,44,11,Ribolla,2015,sugar,18.5
ColliOrientali,44,11,Ribolla,2016,sugar,19
ColliOrientali,44,11,Ribolla,2017,sugar,19
ColliOrientali,44,11,Ribolla,2018,sugar,18.3
ColliOrientali,44,11,Ribolla,2019,sugar,18.8
ColliOrientali,44,11,Ribolla,2020,sugar,19.2
ColliOrientali,44,11,Ribolla,2021,sugar,19
ColliOrientali,44,11,Ribolla,2023,sugar,18.3
ColliOrientali,44,11,Ribolla,2008,acid,9.1
ColliOrientali,44,11,Ribolla,2009,acid,5
ColliOrientali,44,11,Ribolla,2010,acid,8.2
ColliOrientali,44,11,Ribolla,2011,acid,5.4
ColliOrientali,44,11,Ribolla,2012,acid,5.9
ColliOrientali,44,11,Ribolla,2013,acid,6.9
ColliOrientali,44,11,Ribolla,2014,acid,10.9
ColliOrientali,44,11,Ribolla,2015,acid,6.3
ColliOrientali,44,11,Ribolla,2016,acid,6.6
ColliOrientali,44,11,Ribolla,2017,acid,6.3
ColliOrientali,44,11,Ribolla,2018,acid,5.4
ColliOrientali,44,11,Ribolla,2019,acid,6.4
ColliOrientali,44,11,Ribolla,2020,acid,6.6
ColliOrientali,44,11,Ribolla,2021,acid,7
ColliOrientali,44,11,Ribolla,2023,acid,6.7
ColliOrientali,44,11,SauvignonB,2006,bunchNo,13
ColliOrientali,44,11,SauvignonB,2007,bunchNo,14
ColliOrientali,44,11,SauvignonB,2008,bunchNo,13
ColliOrientali,44,11,SauvignonB,2009,bunchNo,11
ColliOrientali,44,11,SauvignonB,2010,bunchNo,16
ColliOrientali,44,11,SauvignonB,2011,bunchNo,17
ColliOrientali,44,11,SauvignonB,2012,bunchNo,18
ColliOrientali,44,11,SauvignonB,2013,bunchNo,10
ColliOrientali,44,11,SauvignonB,2014,bunchNo,12
ColliOrientali,44,11,SauvignonB,2015,bunchNo,17
ColliOrientali,44,11,SauvignonB,2016,bunchNo,15
ColliOrientali,44,11,SauvignonB,2017,bunchNo,10
ColliOrientali,44,11,SauvignonB,2018,bunchNo,16
ColliOrientali,44,11,SauvignonB,2019,bunchNo,17
ColliOrientali,44,11,SauvignonB,2006,berriesNo,64
ColliOrientali,44,11,SauvignonB,2007,berriesNo,92
ColliOrientali,44,11,SauvignonB,2008,berriesNo,80
ColliOrientali,44,11,SauvignonB,2009,berriesNo,108
ColliOrientali,44,11,SauvignonB,2010,berriesNo,113
ColliOrientali,44,11,SauvignonB,2011,berriesNo,66
ColliOrientali,44,11,SauvignonB,2012,berriesNo,112
ColliOrientali,44,11,SauvignonB,2013,berriesNo,86
ColliOrientali,44,11,SauvignonB,2014,berriesNo,77
ColliOrientali,44,11,SauvignonB,2015,berriesNo,82
ColliOrientali,44,11,SauvignonB,2016,berriesNo,83
ColliOrientali,44,11,SauvignonB,2017,berriesNo,83
ColliOrientali,44,11,SauvignonB,2018,berriesNo,101
ColliOrientali,44,11,SauvignonB,2019,berriesNo,96
ColliOrientali,44,11,SauvignonB,2020,berriesNo,90
ColliOrientali,44,11,SauvignonB,2021,berriesNo,90
ColliOrientali,44,11,SauvignonB,2022,berriesNo,100
ColliOrientali,44,11,SauvignonB,2023,berriesNo,115
ColliOrientali,44,11,SauvignonB,2024,berriesNo,85
ColliOrientali,44,11,SauvignonB,2006,berryWeight,1.26
ColliOrientali,44,11,SauvignonB,2007,berryWeight,1.64
ColliOrientali,44,11,SauvignonB,2008,berryWeight,1.53
ColliOrientali,44,11,SauvignonB,2009,berryWeight,2
ColliOrientali,44,11,SauvignonB,2010,berryWeight,1.74
ColliOrientali,44,11,SauvignonB,2011,berryWeight,1.77
ColliOrientali,44,11,SauvignonB,2012,berryWeight,0.89
ColliOrientali,44,11,SauvignonB,2013,berryWeight,1.08
ColliOrientali,44,11,SauvignonB,2014,berryWeight,2.04
ColliOrientali,44,11,SauvignonB,2015,berryWeight,1.51
ColliOrientali,44,11,SauvignonB,2016,berryWeight,1.27
ColliOrientali,44,11,SauvignonB,2017,berryWeight,1.61
ColliOrientali,44,11,SauvignonB,2018,berryWeight,1.68
ColliOrientali,44,11,SauvignonB,2019,berryWeight,1.28
ColliOrientali,44,11,SauvignonB,2020,berryWeight,1.71
ColliOrientali,44,11,SauvignonB,2021,berryWeight,1.45
ColliOrientali,44,11,SauvignonB,2022,berryWeight,1.32
ColliOrientali,44,11,SauvignonB,2023,berryWeight,1.53
ColliOrientali,44,11,SauvignonB,2024,berryWeight,1.2
ColliOrientali,44,11,SauvignonB,2006,yield,1.05
ColliOrientali,44,11,SauvignonB,2007,yield,2.11
ColliOrientali,44,11,SauvignonB,2008,yield,1.59
ColliOrientali,44,11,SauvignonB,2009,yield,2.38
ColliOrientali,44,11,SauvignonB,2010,yield,3.15
ColliOrientali,44,11,SauvignonB,2011,yield,1.99
ColliOrientali,44,11,SauvignonB,2012,yield,1.79
ColliOrientali,44,11,SauvignonB,2013,yield,0.93
ColliOrientali,44,11,SauvignonB,2014,yield,1.88
ColliOrientali,44,11,SauvignonB,2015,yield,2.1
ColliOrientali,44,11,SauvignonB,2016,yield,1.58
ColliOrientali,44,11,SauvignonB,2017,yield,1.34
ColliOrientali,44,11,SauvignonB,2018,yield,2.71
ColliOrientali,44,11,SauvignonB,2019,yield,2.09
ColliOrientali,44,11,SauvignonB,2008,sugar,22.5
ColliOrientali,44,11,SauvignonB,2009,sugar,23.1
ColliOrientali,44,11,SauvignonB,2010,sugar,21.2
ColliOrientali,44,11,SauvignonB,2011,sugar,26.3
ColliOrientali,44,11,SauvignonB,2013,sugar,22.4
ColliOrientali,44,11,SauvignonB,2014,sugar,18.7
ColliOrientali,44,11,SauvignonB,2015,sugar,21
ColliOrientali,44,11,SauvignonB,2016,sugar,22.2
ColliOrientali,44,11,SauvignonB,2017,sugar,20.8
ColliOrientali,44,11,SauvignonB,2018,sugar,21
ColliOrientali,44,11,SauvignonB,2019,sugar,21.9
ColliOrientali,44,11,SauvignonB,2020,sugar,21.1
ColliOrientali,44,11,SauvignonB,2021,sugar,21.9
ColliOrientali,44,11,SauvignonB,2023,sugar,21.4
ColliOrientali,44,11,SauvignonB,2008,acid,8.5
ColliOrientali,44,11,SauvignonB,2009,acid,7.3
ColliOrientali,44,11,SauvignonB,2010,acid,7.1
ColliOrientali,44,11,SauvignonB,2011,acid,7.19
ColliOrientali,44,11,SauvignonB,2013,acid,7.2
ColliOrientali,44,11,SauvignonB,2014,acid,10.3
ColliOrientali,44,11,SauvignonB,2015,acid,7.3
ColliOrientali,44,11,SauvignonB,2016,acid,6.7
ColliOrientali,44,11,SauvignonB,2017,acid,7.1
ColliOrientali,44,11,SauvignonB,2018,acid,6
ColliOrientali,44,11,SauvignonB,2019,acid,6.2
ColliOrientali,44,11,SauvignonB,2020,acid,6.4
ColliOrientali,44,11,SauvignonB,2021,acid,6.8
ColliOrientali,44,11,SauvignonB,2023,acid,6.3
ColliOrientali,44,11,Schioppettino,2006,bunchNo,13
ColliOrientali,44,11,Schioppettino,2007,bunchNo,14
ColliOrientali,44,11,Schioppettino,2008,bunchNo,13
ColliOrientali,44,11,Schioppettino,2009,bunchNo,8
ColliOrientali,44,11,Schioppettino,2010,bunchNo,10
ColliOrientali,44,11,Schioppettino,2011,bunchNo,6
ColliOrientali,44,11,Schioppettino,2012,bunchNo,7
